caseid,presvote,partyid,age,fincome,female,white,BushFT,ClintonFT,PerotFT
5993,1,6,38,20,1,White,85,60,70
5994,2,7,59,24,1,White,60,70,60
5999,2,1,43,13,1,White,15,60,100
6000,2,3,57,20,1,Non-White,40,70,50
6002,2,1,44,16,1,Non-White,0,100,15
6003,2,2,45,15,1,White,0,85,15
6007,3,4,39,21,1,Non-White,30,40,50
6008,2,2,35,19,1,Non-White,30,70,50
6009,1,6,47,21,1,White,45,20,45
6010,1,7,66,21,0,White,100,50,40
6011,3,2,59,19,0,White,85,85,75
6012,2,1,66,9,1,White,0,100,15
6013,1,7,58,17,1,White,70,30,50
6014,2,3,41,18,1,Non-White,15,85,0
6015,2,1,29,11,1,White,15,80,20
6016,1,5,36,18,1,White,60,0,0
6017,1,6,28,19,1,White,70,50,40
6018,2,1,66,8,1,White,0,85,70
6021,2,3,66,12,0,White,40,70,70
6024,1,7,32,22,0,White,70,30,15
6025,2,1,39,14,1,White,15,85,0
6028,2,4,54,9,1,White,60,60,60
6030,3,5,62,15,0,White,40,30,60
6032,3,5,47,15,0,White,60,30,60
6033,2,1,65,4,1,White,0,100,0
6034,2,1,27,13,0,White,85,85,0
6035,3,6,33,15,1,White,40,60,70
6036,3,6,37,24,1,White,40,20,95
6037,3,1,74,9,1,White,50,50,60
6039,1,7,52,16,0,White,85,15,60
6040,2,6,67,11,1,White,50,50,0
6044,1,5,33,22,1,White,85,40,50
6045,1,7,75,4,1,White,100,0,0
6048,1,2,63,5,1,White,70,40,0
6049,2,5,64,15,0,White,60,60,50
6051,3,4,33,14,0,White,15,70,60
6052,1,5,51,22,1,White,40,50,60
6053,2,3,70,6,1,White,40,50,85
6055,2,2,71,7,0,White,85,40,0
6056,1,7,73,15,0,White,85,50,40
6058,3,5,25,21,0,White,75,75,60
6060,2,2,23,14,0,White,65,75,70
6061,1,5,48,21,0,White,60,40,15
6063,2,2,26,16,1,White,60,60,40
6064,1,7,46,23,1,White,85,15,50
6066,2,3,31,18,0,White,30,80,60
6067,3,3,62,16,1,White,60,80,90
6070,2,3,49,18,0,White,85,30,60
6071,2,3,41,19,0,Non-White,60,85,70
6072,3,6,32,7,0,White,70,60,50
6075,3,3,33,20,1,White,60,60,30
6076,2,1,67,15,1,White,0,70,15
6077,1,7,72,21,0,White,100,0,40
6078,2,5,34,15,1,White,40,40,40
6079,2,3,31,20,0,Non-White,30,70,60
6080,2,4,45,1,1,White,0,60,85
6081,2,2,25,17,1,White,40,85,50
6082,3,6,28,20,1,White,70,60,50
6083,1,6,56,17,1,White,85,70,40
6086,3,3,45,17,0,White,60,60,50
6087,2,2,80,4,0,White,60,70,50
6088,2,1,23,2,1,White,60,70,60
6089,2,1,24,4,1,White,30,85,15
6090,3,5,24,8,1,White,85,30,40
6094,1,5,81,8,1,White,70,60,0
6096,2,2,37,17,1,White,50,85,85
6097,2,3,23,18,0,White,70,85,70
6100,3,3,62,20,0,White,70,85,60
6103,1,7,53,22,1,White,90,40,25
6104,3,2,27,17,1,White,30,60,100
6105,1,6,43,19,0,White,70,40,40
6106,3,6,45,19,0,White,50,50,55
6107,1,2,38,12,1,White,70,40,15
6109,1,3,33,17,1,White,50,50,85
6110,3,5,43,17,0,White,40,45,50
6111,2,1,34,9,1,White,15,70,85
6112,1,6,40,24,0,White,70,40,60
6113,2,2,48,13,1,Non-White,50,70,50
6116,2,3,29,14,1,White,50,60,0
6117,1,4,68,16,0,White,100,40,40
6118,1,6,40,24,0,White,85,60,30
6119,3,2,37,19,1,White,70,60,0
6120,2,4,42,2,0,White,30,60,0
6121,2,3,40,21,0,White,0,85,60
6122,2,1,76,7,1,White,15,85,40
6123,2,3,40,14,1,White,0,70,60
6125,2,1,72,15,1,White,70,70,0
6126,3,3,22,2,1,White,50,50,70
6130,1,7,32,12,0,White,62,53,50
6131,1,6,22,21,1,White,90,20,0
6132,2,1,49,21,1,White,60,60,50
6134,2,1,75,3,1,Non-White,15,100,30
6135,2,1,64,10,1,White,0,50,0
6138,3,2,43,23,1,White,55,60,60
6139,2,3,63,3,1,White,40,70,40
6141,1,5,39,16,0,White,40,10,30
6143,3,6,38,19,1,White,70,50,50
6144,3,5,54,22,0,White,30,70,85
6145,3,5,34,6,0,White,60,40,50
6146,1,5,29,23,0,White,60,15,85
6148,3,6,36,16,0,White,60,0,85
6149,2,2,49,14,1,Non-White,0,100,15
6156,2,1,50,18,0,Non-White,60,100,50
6159,2,1,52,4,0,White,50,100,50
6160,3,2,46,21,0,White,60,30,15
6162,3,5,58,21,0,White,70,60,70
6165,2,3,63,22,1,White,40,60,15
6166,1,1,55,18,1,White,60,50,60
6167,1,6,42,18,1,White,75,50,60
6168,1,6,36,18,1,White,70,60,0
6169,1,2,40,15,1,White,85,0,0
6170,2,1,38,19,1,White,50,70,50
6171,2,2,39,16,1,White,60,70,50
6172,3,2,29,19,1,White,60,85,70
6175,2,3,58,18,0,White,15,60,30
6176,2,2,61,21,0,Non-White,40,70,30
6178,2,4,61,21,0,White,30,70,40
6180,1,3,45,21,1,White,60,40,0
6181,2,3,51,3,1,White,40,70,15
6182,3,4,39,14,1,White,60,60,60
6183,3,2,31,20,0,White,40,60,50
6184,2,4,60,5,0,White,50,60,0
6185,1,7,48,24,0,Non-White,85,30,40
6186,2,2,22,3,1,Non-White,0,15,10
6187,2,2,30,12,1,Non-White,40,70,85
6188,2,1,45,22,0,White,15,70,60
6189,1,6,67,23,0,White,60,50,15
6190,1,7,37,18,0,White,70,30,60
6191,2,1,72,7,1,White,30,85,15
6192,1,5,74,15,0,White,100,40,40
6194,2,3,28,14,1,White,30,60,50
6195,1,6,21,17,1,White,70,40,30
6196,2,1,45,24,1,White,20,75,75
6197,3,7,52,17,0,White,60,40,85
6198,2,6,47,22,0,White,70,70,70
6199,3,7,66,20,1,White,15,50,30
6200,1,2,24,4,1,White,70,50,40
6202,1,5,45,20,0,White,85,50,70
6203,3,4,40,16,1,White,60,0,85
6204,3,5,27,14,0,White,60,65,75
6205,3,6,58,22,0,White,70,50,60
6206,2,1,51,18,1,Non-White,40,40,40
6208,2,1,34,19,1,White,0,85,40
6209,2,1,42,16,0,White,30,70,15
6211,3,2,40,22,0,White,60,70,50
6213,1,7,75,18,0,White,85,15,0
6215,3,4,39,13,1,White,35,15,75
6216,3,7,39,17,0,White,70,50,85
6217,2,1,42,6,1,White,0,100,50
6219,2,3,50,17,0,White,0,40,40
6220,2,1,44,17,1,White,30,60,50
6222,2,2,50,14,0,White,40,60,0
6223,1,5,82,7,0,White,75,0,0
6225,3,6,29,21,0,White,70,30,60
6226,2,1,45,22,1,White,65,100,20
6227,3,5,22,14,1,White,70,40,85
6228,2,1,69,14,1,White,50,80,50
6229,2,1,37,16,0,White,50,60,60
6230,2,1,29,9,1,Non-White,40,95,70
6231,3,5,41,11,0,White,70,40,70
6232,3,4,29,20,0,White,15,0,100
6233,2,1,70,16,0,White,30,60,0
6235,1,7,32,19,1,White,100,50,70
6241,2,1,28,12,0,White,60,85,15
6242,2,3,68,14,1,White,40,60,85
6243,2,2,59,15,1,White,0,60,0
6245,1,6,33,19,1,White,100,0,50
6246,2,5,32,21,1,Non-White,60,55,0
6247,2,1,30,11,1,Non-White,0,85,50
6250,2,1,37,21,1,Non-White,30,60,40
6251,1,6,64,22,1,White,70,30,60
