justid,caseid,year,vote,warrant,house,person,business,car,us,except,justideo
9,30,68,0,1,0,0,1,0,0,0,1
9,31,69,0,1,1,0,0,0,1,0,1
9,32,69,0,0,0,0,1,0,1,0,1
9,33,69,1,0,0,0,0,0,1,0,1
9,34,69,0,0,1,0,0,0,1,0,1
9,35,69,1,0,0,0,0,0,1,0,1
9,36,69,1,0,0,0,0,0,1,0,1
9,37,69,1,0,0,0,0,0,1,0,1
9,38,69,1,0,0,1,0,0,0,0,1
9,39,69,1,0,1,0,0,0,0,2,1
9,40,69,0,0,0,0,1,0,1,0,1
9,41,69,0,1,1,0,0,0,0,0,1
9,42,69,0,0,1,0,0,0,0,0,1
9,43,69,0,0,0,1,0,0,0,0,1
9,44,70,0,0,0,0,1,0,1,1,1
9,45,70,1,1,0,1,0,0,1,0,1
9,46,70,0,0,1,0,0,0,0,0,1
9,47,70,1,0,0,0,0,1,0,0,1
9,48,71,0,0,1,0,0,0,0,1,1
9,49,71,0,1,0,1,0,0,0,0,1
9,50,71,1,0,0,1,0,0,1,0,1
9,51,71,0,0,1,0,0,0,0,1,1
9,52,71,0,1,0,0,0,1,0,0,1
9,53,71,0,1,1,0,0,0,1,0,1
9,54,72,1,0,0,0,1,0,1,1,1
9,55,72,0,0,0,1,0,0,0,0,1
9,56,72,1,0,1,0,0,0,1,0,1
9,57,72,1,1,0,1,0,0,0,0,1
9,58,72,0,0,0,0,0,0,1,0,1
9,59,73,0,0,0,1,0,0,1,1,1
9,60,73,0,0,0,1,0,0,1,1,1
9,61,73,1,1,0,0,0,0,1,0,1
9,62,73,0,0,0,0,0,1,0,1,1
9,63,73,0,0,0,1,0,0,0,0,1
9,64,73,0,0,0,0,0,1,1,1,1
9,65,73,0,0,0,0,0,1,0,0,1
9,66,73,0,0,0,1,0,0,1,0,1
9,67,73,0,0,0,0,1,0,0,0,1
9,68,74,0,1,0,0,1,0,1,1,1
9,69,74,0,0,1,0,0,0,1,1,1
9,70,74,0,0,0,1,0,0,1,0,1
9,71,74,0,0,0,0,0,1,1,1,1
9,72,74,1,0,0,0,1,0,0,2,1
9,73,74,0,0,0,0,0,1,0,0,1
9,74,75,0,0,0,1,0,0,0,0,1
9,75,75,0,0,0,1,0,0,0,0,1
9,76,75,0,0,0,0,0,1,0,0,1
9,77,75,0,0,0,0,0,1,0,0,1
9,78,76,1,0,0,1,0,0,1,0,1
9,79,76,0,0,0,0,0,1,1,1,1
9,80,76,0,0,0,0,0,0,1,1,1
9,81,76,0,0,1,0,0,0,1,1,1
9,82,76,0,0,0,0,0,1,0,0,1
9,83,76,0,1,1,0,0,0,1,1,1
9,84,76,0,1,0,0,0,1,1,1,1
9,85,77,1,0,0,0,0,1,1,3,1
9,86,77,0,0,0,0,1,0,1,1,1
9,87,77,0,0,0,1,0,0,1,2,1
9,88,77,0,0,0,0,0,1,1,0,1
9,89,77,0,0,0,1,0,0,0,0,1
9,94,78,0,1,1,0,0,0,0,0,1
9,95,78,0,0,0,0,0,0,0,0,1
9,96,79,0,0,0,0,0,1,0,0,1
9,97,79,0,0,0,1,0,0,1,1,1
9,98,79,0,0,0,0,1,0,1,1,1
9,99,79,0,0,0,1,0,0,1,0,1
9,100,79,0,0,0,0,0,0,1,0,1
9,101,79,0,0,0,1,0,0,0,1,1
9,102,79,0,0,0,1,0,0,0,0,1
9,103,79,0,0,0,0,0,0,0,0,1
9,104,79,0,0,0,0,0,1,0,1,1
9,105,79,0,0,0,1,0,0,0,0,1
9,106,79,0,0,0,1,0,0,0,0,1
9,107,79,0,0,0,1,0,0,0,0,1
9,108,80,0,0,1,0,0,0,0,0,1
9,109,80,0,0,1,0,0,0,0,0,1
9,110,80,0,0,0,1,0,0,1,1,1
9,111,80,0,0,0,1,0,0,1,0,1
9,112,80,0,0,0,1,0,0,1,0,1
9,113,80,0,1,0,0,0,0,1,0,1
9,114,80,0,0,0,0,0,0,0,0,1
9,115,80,0,0,0,1,0,0,0,1,1
9,116,80,0,0,0,1,0,0,0,0,1
9,117,80,0,0,0,1,0,0,0,0,1
9,118,80,1,0,0,0,0,1,0,1,1
9,119,81,1,0,0,0,0,1,1,0,1
9,120,81,0,0,1,0,0,0,1,0,1
9,121,81,1,0,0,0,1,0,1,2,1
9,122,81,0,0,0,0,0,1,0,0,1
9,123,81,0,0,0,0,0,1,0,0,1
10,22,68,0,0,1,0,0,0,0,0,1
10,25,68,0,0,1,0,0,0,0,0,1
10,26,68,1,0,0,1,0,0,0,0,1
10,27,68,1,0,0,1,0,0,0,0,1
10,28,68,0,0,0,1,0,0,0,0,1
10,29,68,0,0,0,0,0,0,0,0,1
10,30,68,0,1,0,0,1,0,0,0,1
10,36,69,1,0,0,0,0,0,1,0,1
10,37,69,1,0,0,0,0,0,1,0,1
10,38,69,1,0,0,1,0,0,0,0,1
10,39,69,1,0,1,0,0,0,0,2,1
10,41,69,0,1,1,0,0,0,0,0,1
10,42,69,0,0,1,0,0,0,0,0,1
10,43,69,0,0,0,1,0,0,0,0,1
10,44,70,0,0,0,0,1,0,1,1,1
10,45,70,1,1,0,1,0,0,1,0,1
10,46,70,0,0,1,0,0,0,0,0,1
10,47,70,1,0,0,0,0,1,0,0,1
10,48,71,0,0,1,0,0,0,0,1,1
10,49,71,0,1,0,1,0,0,0,0,1
10,50,71,0,0,0,1,0,0,1,0,1
10,51,71,0,0,1,0,0,0,0,1,1
10,52,71,0,1,0,0,0,1,0,0,1
10,53,71,0,1,1,0,0,0,1,0,1
10,54,72,1,0,0,0,1,0,1,1,1
10,55,72,0,0,0,1,0,0,0,0,1
10,56,72,1,0,1,0,0,0,1,0,1
10,57,72,1,1,0,1,0,0,0,0,1
10,58,72,0,0,0,0,0,0,1,0,1
10,59,73,0,0,0,1,0,0,1,1,1
10,60,73,0,0,0,1,0,0,1,1,1
10,61,73,1,1,0,0,0,0,1,0,1
10,62,73,0,0,0,0,0,1,0,1,1
10,63,73,1,0,0,1,0,0,0,0,1
10,64,73,0,0,0,0,0,1,1,1,1
10,65,73,0,0,0,0,0,1,0,0,1
10,66,73,0,0,0,1,0,0,1,0,1
10,67,73,0,0,0,0,1,0,0,0,1
10,68,74,0,1,0,0,1,0,1,1,1
10,69,74,0,0,1,0,0,0,1,1,1
10,70,74,0,0,0,1,0,0,1,0,1
10,71,74,0,0,0,0,0,1,1,1,1
10,72,74,1,0,0,0,1,0,0,2,1
10,73,74,0,0,0,0,0,1,0,0,1
10,74,75,0,0,0,1,0,0,0,0,1
10,75,75,0,0,0,1,0,0,0,0,1
10,76,75,0,0,0,0,0,1,0,0,1
10,77,75,0,0,0,0,0,1,0,0,1
10,78,76,1,0,0,1,0,0,1,0,1
10,79,76,0,0,0,0,0,1,1,1,1
10,80,76,0,0,0,0,0,0,1,1,1
10,81,76,0,0,1,0,0,0,1,1,1
10,82,76,0,0,0,0,0,1,0,0,1
10,83,76,0,1,1,0,0,0,1,1,1
10,84,76,0,1,0,0,0,1,1,1,1
10,85,77,1,0,0,0,0,1,1,3,1
10,86,77,0,0,0,0,1,0,1,1,1
10,87,77,0,0,0,1,0,0,1,2,1
10,88,77,0,0,0,0,0,1,1,0,1
10,89,77,0,0,0,1,0,0,0,0,1
10,90,78,0,0,0,0,1,0,1,1,1
10,91,78,0,0,0,0,1,0,0,0,1
10,92,78,0,0,0,0,1,0,0,0,1
10,93,78,0,1,0,0,1,0,0,0,1
10,94,78,0,1,1,0,0,0,0,0,1
10,95,78,0,0,0,0,0,0,0,0,1
10,96,79,0,0,0,0,0,1,0,0,1
10,97,79,0,0,0,1,0,0,1,1,1
10,98,79,0,0,0,0,1,0,1,1,1
10,99,79,0,0,0,1,0,0,1,0,1
10,100,79,0,0,0,0,0,0,1,0,1
10,101,79,0,0,0,1,0,0,0,1,1
10,102,79,0,0,0,1,0,0,0,0,1
10,103,79,0,0,0,0,0,0,0,0,1
10,104,79,0,0,0,0,0,1,0,1,1
10,105,79,0,0,0,1,0,0,0,0,1
10,106,79,0,0,0,1,0,0,0,0,1
10,107,79,0,0,0,1,0,0,0,0,1
10,108,80,0,0,1,0,0,0,0,0,1
10,109,80,0,0,1,0,0,0,0,0,1
10,110,80,0,0,0,1,0,0,1,1,1
10,111,80,0,0,0,1,0,0,1,0,1
10,112,80,0,0,0,1,0,0,1,0,1
10,113,80,0,1,0,0,0,0,1,0,1
10,114,80,0,0,0,0,0,0,0,0,1
10,115,80,0,0,0,1,0,0,0,1,1
10,116,80,0,0,0,1,0,0,0,0,1
10,117,80,0,0,0,1,0,0,0,0,1
10,118,80,1,0,0,0,0,1,0,1,1
10,119,81,1,0,0,0,0,1,1,0,1
10,120,81,0,0,1,0,0,0,1,0,1
10,121,81,1,0,0,0,1,0,1,2,1
10,122,81,0,0,0,0,0,1,0,0,1
10,123,81,0,0,0,0,0,1,0,0,1
11,1,63,1,0,1,0,0,0,1,0,.5
11,2,63,1,0,0,0,1,0,1,0,.5
11,3,63,1,0,0,1,0,0,1,0,.5
11,4,63,1,0,1,0,0,0,0,0,.5
11,5,64,0,0,0,0,0,1,1,0,.5
11,6,64,0,1,1,0,0,0,0,0,.5
11,7,64,0,0,0,1,0,0,0,0,.5
11,8,65,1,1,1,0,0,0,1,0,.5
11,9,65,0,0,0,0,0,1,0,0,.5
11,10,65,0,0,1,0,0,0,0,0,.5
11,11,66,0,1,1,0,0,0,0,0,.5
11,12,66,1,0,1,0,0,0,1,1,.5
11,14,67,1,0,0,0,0,1,0,0,.5
11,16,67,1,0,1,0,0,0,0,2,.5
11,17,67,0,0,1,0,0,0,0,1,.5
11,18,67,0,0,0,0,1,0,0,0,.5
11,19,67,1,0,0,0,1,0,0,0,.5
11,20,67,0,0,1,0,0,0,0,1,.5
11,21,67,0,0,0,1,0,0,1,0,.5
11,22,68,1,0,1,0,0,0,0,0,.5
11,23,68,0,0,0,0,1,0,0,0,.5
11,24,68,1,0,0,0,0,1,1,1,.5
11,25,68,1,0,1,0,0,0,0,0,.5
11,26,68,1,0,0,1,0,0,0,0,.5
11,27,68,1,0,0,1,0,0,0,0,.5
11,28,68,0,0,0,1,0,0,0,0,.5
11,29,68,1,0,0,0,0,0,0,0,.5
11,30,68,0,1,0,0,1,0,0,0,.5
11,31,69,0,1,1,0,0,0,1,0,.5
11,32,69,0,0,0,0,1,0,1,0,.5
11,33,69,1,0,0,0,0,0,1,0,.5
11,34,69,0,0,1,0,0,0,1,0,.5
11,35,69,1,0,0,0,0,0,1,0,.5
11,36,69,1,0,0,0,0,0,1,0,.5
11,37,69,1,0,0,0,0,0,1,0,.5
11,38,69,1,0,0,1,0,0,0,0,.5
11,39,69,1,0,1,0,0,0,0,2,.5
11,40,69,0,0,0,0,1,0,1,0,.5
11,41,69,1,1,1,0,0,0,0,0,.5
11,42,69,1,0,1,0,0,0,0,0,.5
11,43,69,0,0,0,1,0,0,0,0,.5
11,44,70,0,0,0,0,1,0,1,1,.5
11,45,70,1,1,0,1,0,0,1,0,.5
11,46,70,0,0,1,0,0,0,0,0,.5
11,47,70,1,0,0,0,0,1,0,0,.5
11,48,71,1,0,1,0,0,0,0,1,.5
11,49,71,0,1,0,1,0,0,0,0,.5
11,50,71,1,0,0,1,0,0,1,0,.5
11,51,71,1,0,1,0,0,0,0,1,.5
11,52,71,1,1,0,0,0,1,0,0,.5
11,53,71,1,1,1,0,0,0,1,0,.5
11,54,72,1,0,0,0,1,0,1,1,.5
11,55,72,1,0,0,1,0,0,0,0,.5
11,56,72,1,0,1,0,0,0,1,0,.5
11,57,72,1,1,0,1,0,0,0,0,.5
11,58,72,0,0,0,0,0,0,1,0,.5
11,59,73,1,0,0,1,0,0,1,1,.5
11,60,73,1,0,0,1,0,0,1,1,.5
11,61,73,1,1,0,0,0,0,1,0,.5
11,62,73,1,0,0,0,0,1,0,1,.5
11,63,73,1,0,0,1,0,0,0,0,.5
11,64,73,1,0,0,0,0,1,1,1,.5
11,65,73,1,0,0,0,0,1,0,0,.5
11,66,73,1,0,0,1,0,0,1,0,.5
11,67,73,1,0,0,0,1,0,0,0,.5
11,68,74,1,1,0,0,1,0,1,1,.5
11,69,74,1,0,1,0,0,0,1,1,.5
11,70,74,1,0,0,1,0,0,1,0,.5
11,71,74,1,0,0,0,0,1,1,1,.5
11,72,74,1,0,0,0,1,0,0,2,.5
11,73,74,1,0,0,0,0,1,0,0,.5
11,74,75,0,0,0,1,0,0,0,0,.5
11,75,75,0,0,0,1,0,0,0,0,.5
11,76,75,0,0,0,0,0,1,0,0,.5
11,77,75,1,0,0,0,0,1,0,0,.5
11,78,76,1,0,0,1,0,0,1,0,.5
11,79,76,1,0,0,0,0,1,1,1,.5
11,80,76,1,0,0,0,0,0,1,1,.5
11,81,76,1,0,1,0,0,0,1,1,.5
11,82,76,0,0,0,0,0,1,0,0,.5
11,83,76,1,1,1,0,0,0,1,1,.5
11,84,76,1,1,0,0,0,1,1,1,.5
11,85,77,1,0,0,0,0,1,1,3,.5
11,86,77,0,0,0,0,1,0,1,1,.5
11,87,77,1,0,0,1,0,0,1,2,.5
11,88,77,0,0,0,0,0,1,1,0,.5
11,89,77,1,0,0,1,0,0,0,0,.5
11,90,78,0,0,0,0,1,0,1,1,.5
11,91,78,0,0,0,0,1,0,0,0,.5
11,92,78,0,0,0,0,1,0,0,0,.5
11,93,78,1,1,0,0,1,0,0,0,.5
11,94,78,0,1,1,0,0,0,0,0,.5
11,95,78,0,0,0,0,0,0,0,0,.5
11,96,79,0,0,0,0,0,1,0,0,.5
11,97,79,1,0,0,1,0,0,1,1,.5
11,98,79,1,0,0,0,1,0,1,1,.5
11,99,79,1,0,0,1,0,0,1,0,.5
11,100,79,1,0,0,0,0,0,1,0,.5
11,101,79,0,0,0,1,0,0,0,1,.5
11,102,79,0,0,0,1,0,0,0,0,.5
11,103,79,1,0,0,0,0,0,0,0,.5
11,104,79,0,0,0,0,0,1,0,1,.5
11,105,79,1,0,0,1,0,0,0,0,.5
11,106,79,0,0,0,1,0,0,0,0,.5
11,107,79,0,0,0,1,0,0,0,0,.5
11,108,80,1,0,1,0,0,0,0,0,.5
11,109,80,1,0,1,0,0,0,0,0,.5
11,110,80,1,0,0,1,0,0,1,1,.5
11,111,80,0,0,0,1,0,0,1,0,.5
11,112,80,0,0,0,1,0,0,1,0,.5
11,113,80,1,1,0,0,0,0,1,0,.5
11,114,80,1,0,0,0,0,0,0,0,.5
11,117,80,0,0,0,1,0,0,0,0,.5
11,118,80,1,0,0,0,0,1,0,1,.5
11,119,81,1,0,0,0,0,1,1,0,.5
11,120,81,1,0,1,0,0,0,1,0,.5
11,121,81,1,0,0,0,1,0,1,2,.5
11,122,81,0,0,0,0,0,1,0,0,.5
11,123,81,0,0,0,0,0,1,0,0,.5
12,49,71,1,1,0,1,0,0,0,0,.115
12,50,71,1,0,0,1,0,0,1,0,.115
12,51,71,1,0,1,0,0,0,0,1,.115
12,52,71,1,1,0,0,0,1,0,0,.115
12,53,71,1,1,1,0,0,0,1,0,.115
12,54,72,1,0,0,0,1,0,1,1,.115
12,55,72,1,0,0,1,0,0,0,0,.115
12,56,72,1,0,1,0,0,0,1,0,.115
12,57,72,1,1,0,1,0,0,0,0,.115
12,58,72,0,0,0,0,0,0,1,0,.115
12,59,73,1,0,0,1,0,0,1,1,.115
12,60,73,1,0,0,1,0,0,1,1,.115
12,61,73,1,1,0,0,0,0,1,0,.115
12,62,73,1,0,0,0,0,1,0,1,.115
12,63,73,1,0,0,1,0,0,0,0,.115
12,64,73,1,0,0,0,0,1,1,1,.115
12,65,73,1,0,0,0,0,1,0,0,.115
12,66,73,1,0,0,1,0,0,1,0,.115
12,67,73,1,0,0,0,1,0,0,0,.115
12,68,74,1,1,0,0,1,0,1,1,.115
12,69,74,1,0,1,0,0,0,1,1,.115
12,70,74,1,0,0,1,0,0,1,0,.115
12,71,74,1,0,0,0,0,1,1,1,.115
12,72,74,1,0,0,0,1,0,0,2,.115
12,73,74,1,0,0,0,0,1,0,0,.115
12,74,75,0,0,0,1,0,0,0,0,.115
12,75,75,0,0,0,1,0,0,0,0,.115
12,76,75,0,0,0,0,0,1,0,0,.115
12,77,75,1,0,0,0,0,1,0,0,.115
12,78,76,1,0,0,1,0,0,1,0,.115
12,79,76,1,0,0,0,0,1,1,1,.115
12,80,76,1,0,0,0,0,0,1,1,.115
12,81,76,1,0,1,0,0,0,1,1,.115
12,82,76,1,0,0,0,0,1,0,0,.115
12,83,76,1,1,1,0,0,0,1,1,.115
12,84,76,1,1,0,0,0,1,1,1,.115
12,85,77,1,0,0,0,0,1,1,3,.115
12,86,77,0,0,0,0,1,0,1,1,.115
12,87,77,1,0,0,1,0,0,1,2,.115
12,88,77,1,0,0,0,0,1,1,0,.115
12,89,77,1,0,0,1,0,0,0,0,.115
12,90,78,1,0,0,0,1,0,1,1,.115
12,91,78,0,0,0,0,1,0,0,0,.115
12,92,78,1,0,0,0,1,0,0,0,.115
12,93,78,1,1,0,0,1,0,0,0,.115
12,94,78,0,1,1,0,0,0,0,0,.115
12,95,78,1,0,0,0,0,0,0,0,.115
12,96,79,0,0,0,0,0,1,0,0,.115
12,97,79,1,0,0,1,0,0,1,1,.115
12,98,79,1,0,0,0,1,0,1,1,.115
12,99,79,1,0,0,1,0,0,1,0,.115
12,100,79,1,0,0,0,0,0,1,0,.115
12,101,79,0,0,0,1,0,0,0,1,.115
12,102,79,0,0,0,1,0,0,0,0,.115
12,103,79,1,0,0,0,0,0,0,0,.115
12,104,79,1,0,0,0,0,1,0,1,.115
12,105,79,1,0,0,1,0,0,0,0,.115
12,106,79,0,0,0,1,0,0,0,0,.115
12,107,79,1,0,0,1,0,0,0,0,.115
12,108,80,0,0,1,0,0,0,0,0,.115
12,109,80,0,0,1,0,0,0,0,0,.115
12,110,80,1,0,0,1,0,0,1,1,.115
12,111,80,1,0,0,1,0,0,1,0,.115
12,112,80,1,0,0,1,0,0,1,0,.115
12,113,80,1,1,0,0,0,0,1,0,.115
12,114,80,1,0,0,0,0,0,0,0,.115
12,115,80,1,0,0,1,0,0,0,1,.115
12,116,80,1,0,0,1,0,0,0,0,.115
12,117,80,0,0,0,1,0,0,0,0,.115
12,118,80,1,0,0,0,0,1,0,1,.115
12,119,81,1,0,0,0,0,1,1,0,.115
12,120,81,0,0,1,0,0,0,1,0,.115
12,121,81,1,0,0,0,1,0,1,2,.115
12,122,81,1,0,0,0,0,1,0,0,.115
12,123,81,1,0,0,0,0,1,0,0,.115
13,55,72,1,0,0,1,0,0,0,0,.045000002
13,57,72,1,1,0,1,0,0,0,0,.045000002
13,58,72,0,0,0,0,0,0,1,0,.045000002
13,59,73,1,0,0,1,0,0,1,1,.045000002
13,60,73,1,0,0,1,0,0,1,1,.045000002
13,61,73,1,1,0,0,0,0,1,0,.045000002
13,62,73,1,0,0,0,0,1,0,1,.045000002
13,63,73,1,0,0,1,0,0,0,0,.045000002
13,64,73,1,0,0,0,0,1,1,1,.045000002
13,65,73,1,0,0,0,0,1,0,0,.045000002
13,66,73,1,0,0,1,0,0,1,0,.045000002
13,67,73,1,0,0,0,1,0,0,0,.045000002
13,68,74,1,1,0,0,1,0,1,1,.045000002
13,69,74,1,0,1,0,0,0,1,1,.045000002
13,70,74,1,0,0,1,0,0,1,0,.045000002
13,71,74,1,0,0,0,0,1,1,1,.045000002
13,72,74,1,0,0,0,1,0,0,2,.045000002
13,73,74,1,0,0,0,0,1,0,0,.045000002
13,74,75,0,0,0,1,0,0,0,0,.045000002
13,75,75,0,0,0,1,0,0,0,0,.045000002
13,76,75,0,0,0,0,0,1,0,0,.045000002
13,77,75,1,0,0,0,0,1,0,0,.045000002
13,78,76,1,0,0,1,0,0,1,0,.045000002
13,79,76,1,0,0,0,0,1,1,1,.045000002
13,80,76,1,0,0,0,0,0,1,1,.045000002
13,81,76,1,0,1,0,0,0,1,1,.045000002
13,82,76,1,0,0,0,0,1,0,0,.045000002
13,83,76,1,1,1,0,0,0,1,1,.045000002
13,84,76,1,1,0,0,0,1,1,1,.045000002
13,85,77,1,0,0,0,0,1,1,3,.045000002
13,86,77,0,0,0,0,1,0,1,1,.045000002
13,87,77,1,0,0,1,0,0,1,2,.045000002
13,88,77,1,0,0,0,0,1,1,0,.045000002
13,89,77,1,0,0,1,0,0,0,0,.045000002
13,90,78,1,0,0,0,1,0,1,1,.045000002
13,91,78,1,0,0,0,1,0,0,0,.045000002
13,92,78,1,0,0,0,1,0,0,0,.045000002
13,93,78,1,1,0,0,1,0,0,0,.045000002
13,94,78,1,1,1,0,0,0,0,0,.045000002
13,95,78,1,0,0,0,0,0,0,0,.045000002
13,96,79,1,0,0,0,0,1,0,0,.045000002
13,97,79,1,0,0,1,0,0,1,1,.045000002
13,98,79,1,0,0,0,1,0,1,1,.045000002
13,99,79,1,0,0,1,0,0,1,0,.045000002
13,100,79,1,0,0,0,0,0,1,0,.045000002
13,101,79,1,0,0,1,0,0,0,1,.045000002
13,102,79,0,0,0,1,0,0,0,0,.045000002
13,103,79,1,0,0,0,0,0,0,0,.045000002
13,104,79,1,0,0,0,0,1,0,1,.045000002
13,105,79,1,0,0,1,0,0,0,0,.045000002
13,106,79,0,0,0,1,0,0,0,0,.045000002
13,107,79,1,0,0,1,0,0,0,0,.045000002
13,108,80,1,0,1,0,0,0,0,0,.045000002
13,109,80,1,0,1,0,0,0,0,0,.045000002
13,110,80,1,0,0,1,0,0,1,1,.045000002
13,111,80,1,0,0,1,0,0,1,0,.045000002
13,112,80,1,0,0,1,0,0,1,0,.045000002
13,113,80,1,1,0,0,0,0,1,0,.045000002
13,114,80,1,0,0,0,0,0,0,0,.045000002
13,115,80,1,0,0,1,0,0,0,1,.045000002
13,116,80,1,0,0,1,0,0,0,0,.045000002
13,117,80,1,0,0,1,0,0,0,0,.045000002
13,118,80,1,0,0,0,0,1,0,1,.045000002
13,119,81,1,0,0,0,0,1,1,0,.045000002
13,120,81,1,0,1,0,0,0,1,0,.045000002
13,121,81,1,0,0,0,1,0,1,2,.045000002
13,122,81,1,0,0,0,0,1,0,0,.045000002
13,123,81,1,0,0,0,0,1,0,0,.045000002
14,80,76,1,0,0,0,0,0,1,1,.25
14,81,76,1,0,1,0,0,0,1,1,.25
14,82,76,1,0,0,0,0,1,0,0,.25
14,84,76,1,1,0,0,0,1,1,1,.25
14,85,77,1,0,0,0,0,1,1,3,.25
14,86,77,0,0,0,0,1,0,1,1,.25
14,87,77,0,0,0,1,0,0,1,2,.25
14,88,77,0,0,0,0,0,1,1,0,.25
14,89,77,0,0,0,1,0,0,0,0,.25
14,90,78,1,0,0,0,1,0,1,1,.25
14,91,78,0,0,0,0,1,0,0,0,.25
14,92,78,1,0,0,0,1,0,0,0,.25
14,93,78,0,1,0,0,1,0,0,0,.25
14,94,78,0,1,1,0,0,0,0,0,.25
14,95,78,0,0,0,0,0,0,0,0,.25
14,96,79,0,0,0,0,0,1,0,0,.25
14,97,79,1,0,0,1,0,0,1,1,.25
14,98,79,0,0,0,0,1,0,1,1,.25
14,99,79,0,0,0,1,0,0,1,0,.25
14,100,79,0,0,0,0,0,0,1,0,.25
14,101,79,0,0,0,1,0,0,0,1,.25
14,102,79,0,0,0,1,0,0,0,0,.25
14,103,79,1,0,0,0,0,0,0,0,.25
14,104,79,0,0,0,0,0,1,0,1,.25
14,105,79,0,0,0,1,0,0,0,0,.25
14,106,79,0,0,0,1,0,0,0,0,.25
14,107,79,0,0,0,1,0,0,0,0,.25
14,108,80,0,0,1,0,0,0,0,0,.25
14,109,80,0,0,1,0,0,0,0,0,.25
14,110,80,0,0,0,1,0,0,1,1,.25
14,111,80,0,0,0,1,0,0,1,0,.25
14,112,80,0,0,0,1,0,0,1,0,.25
14,113,80,1,1,0,0,0,0,1,0,.25
14,114,80,1,0,0,0,0,0,0,0,.25
14,115,80,1,0,0,1,0,0,0,1,.25
14,116,80,1,0,0,1,0,0,0,0,.25
14,117,80,0,0,0,1,0,0,0,0,.25
14,118,80,1,0,0,0,0,1,0,1,.25
14,119,81,1,0,0,0,0,1,1,0,.25
14,120,81,0,0,1,0,0,0,1,0,.25
14,121,81,1,0,0,0,1,0,1,2,.25
14,122,81,1,0,0,0,0,1,0,0,.25
14,123,81,1,0,0,0,0,1,0,0,.25
